PSO+MSE:
PSO(0/49): loss=193.88523557101922, w=6.5981578204510924, b=79.95700524364797
PSO(1/49): loss=181.49121332799282, w=-0.7785778635383167, b=79.12228994405982
PSO(2/49): loss=12.873745155677017, w=0.7967885864434692, b=65.83629868115713
PSO(3/49): loss=12.873745155677017, w=0.7967885864434692, b=65.83629868115713
PSO(4/49): loss=12.873745155677017, w=0.7967885864434692, b=65.83629868115713
PSO(5/49): loss=12.873745155677017, w=0.7967885864434692, b=65.83629868115713
PSO(6/49): loss=6.744611682461234, w=2.1635971934366296, b=66.55146404095613
PSO(7/49): loss=6.744611682461234, w=2.1635971934366296, b=66.55146404095613
PSO(8/49): loss=6.744611682461234, w=2.1635971934366296, b=66.55146404095613
PSO(9/49): loss=6.744611682461234, w=2.1635971934366296, b=66.55146404095613
PSO(10/49): loss=6.744611682461234, w=2.1635971934366296, b=66.55146404095613
PSO(11/49): loss=6.744611682461234, w=2.1635971934366296, b=66.55146404095613
PSO(12/49): loss=6.744611682461234, w=2.1635971934366296, b=66.55146404095613
PSO(13/49): loss=6.744611682461234, w=2.1635971934366296, b=66.55146404095613
PSO(14/49): loss=6.744611682461234, w=2.1635971934366296, b=66.55146404095613
PSO(15/49): loss=5.186754900183627, w=4.119416350959074, b=66.51628415782966
PSO(16/49): loss=5.186754900183627, w=4.119416350959074, b=66.51628415782966
PSO(17/49): loss=5.186754900183627, w=4.119416350959074, b=66.51628415782966
PSO(18/49): loss=5.149407384171951, w=3.072644469782527, b=66.27141675992277
PSO(19/49): loss=4.944745761663251, w=3.810861897670262, b=66.40955699938148
PSO(20/49): loss=4.944745761663251, w=3.810861897670262, b=66.40955699938148
PSO(21/49): loss=4.944745761663251, w=3.810861897670262, b=66.40955699938148
PSO(22/49): loss=4.899677678837198, w=3.7528947965932637, b=66.4980867090289
PSO(23/49): loss=4.899677678837198, w=3.7528947965932637, b=66.4980867090289
PSO(24/49): loss=4.899677678837198, w=3.7528947965932637, b=66.4980867090289
PSO(25/49): loss=4.899677678837198, w=3.7528947965932637, b=66.4980867090289
PSO(26/49): loss=4.899677678837198, w=3.7528947965932637, b=66.4980867090289
PSO(27/49): loss=4.85566812198805, w=3.597785506079963, b=66.56862966217206
PSO(28/49): loss=4.85566812198805, w=3.597785506079963, b=66.56862966217206
PSO(29/49): loss=4.85566812198805, w=3.597785506079963, b=66.56862966217206
PSO(30/49): loss=4.85566812198805, w=3.597785506079963, b=66.56862966217206
PSO(31/49): loss=4.85566812198805, w=3.597785506079963, b=66.56862966217206
PSO(32/49): loss=4.85566812198805, w=3.597785506079963, b=66.56862966217206
PSO(33/49): loss=4.85566812198805, w=3.597785506079963, b=66.56862966217206
PSO(34/49): loss=4.854817369323377, w=3.5895684749739023, b=66.53357679186685
PSO(35/49): loss=4.854817369323377, w=3.5895684749739023, b=66.53357679186685
PSO(36/49): loss=4.854817369323377, w=3.5895684749739023, b=66.53357679186685
PSO(37/49): loss=4.85398830214035, w=3.582682956113058, b=66.54126973615246
PSO(38/49): loss=4.85398830214035, w=3.582682956113058, b=66.54126973615246
PSO(39/49): loss=4.852618380142413, w=3.538307308280867, b=66.53037015965951
PSO(40/49): loss=4.852618380142413, w=3.538307308280867, b=66.53037015965951
PSO(41/49): loss=4.852618380142413, w=3.538307308280867, b=66.53037015965951
PSO(42/49): loss=4.852618380142413, w=3.538307308280867, b=66.53037015965951
PSO(43/49): loss=4.852618380142413, w=3.538307308280867, b=66.53037015965951
PSO(44/49): loss=4.852264048565207, w=3.535196973553079, b=66.5439440277668
PSO(45/49): loss=4.852264048565207, w=3.535196973553079, b=66.5439440277668
PSO(46/49): loss=4.852264048565207, w=3.535196973553079, b=66.5439440277668
PSO(47/49): loss=4.852264048565207, w=3.535196973553079, b=66.5439440277668
PSO(48/49): loss=4.852264048565207, w=3.535196973553079, b=66.5439440277668
PSO(49/49): loss=4.852264048565207, w=3.535196973553079, b=66.5439440277668
Learn: execution time=0.373 seconds
R2: 0.440252373744353
MSE: 24.8951839974486
RMSE: 4.989507390258942
MAE: 2.1226785008790268
PSO+MAE:
PSO(0/49): loss=6.330030321729954, w=-5.561563238639785, b=67.08238349744965
PSO(1/49): loss=4.629746154980129, w=13.270908096721328, b=64.56001723515101
PSO(2/49): loss=4.437666703264476, w=13.715029095572039, b=67.697468601096
PSO(3/49): loss=1.547888302720404, w=5.323062058498316, b=67.3615712181372
PSO(4/49): loss=1.547888302720404, w=5.323062058498316, b=67.3615712181372
PSO(5/49): loss=1.547888302720404, w=5.323062058498316, b=67.3615712181372
PSO(6/49): loss=1.547888302720404, w=5.323062058498316, b=67.3615712181372
PSO(7/49): loss=1.4876454526683232, w=5.969998399175061, b=67.27494087684208
PSO(8/49): loss=1.4876454526683232, w=5.969998399175061, b=67.27494087684208
PSO(9/49): loss=1.4876454526683232, w=5.969998399175061, b=67.27494087684208
PSO(10/49): loss=1.4876454526683232, w=5.969998399175061, b=67.27494087684208
PSO(11/49): loss=1.4876454526683232, w=5.969998399175061, b=67.27494087684208
PSO(12/49): loss=1.4691211715176165, w=5.426270876712193, b=66.5579238638861
PSO(13/49): loss=1.4691211715176165, w=5.426270876712193, b=66.5579238638861
PSO(14/49): loss=1.454616668561223, w=5.778443203256294, b=66.60088242824274
PSO(15/49): loss=1.454616668561223, w=5.778443203256294, b=66.60088242824274
PSO(16/49): loss=1.441077725712454, w=5.613934502778763, b=66.79903079972361
PSO(17/49): loss=1.441077725712454, w=5.613934502778763, b=66.79903079972361
PSO(18/49): loss=1.441077725712454, w=5.613934502778763, b=66.79903079972361
PSO(19/49): loss=1.441077725712454, w=5.613934502778763, b=66.79903079972361
PSO(20/49): loss=1.441077725712454, w=5.613934502778763, b=66.79903079972361
PSO(21/49): loss=1.441077725712454, w=5.613934502778763, b=66.79903079972361
PSO(22/49): loss=1.441077725712454, w=5.613934502778763, b=66.79903079972361
PSO(23/49): loss=1.441077725712454, w=5.613934502778763, b=66.79903079972361
PSO(24/49): loss=1.441077725712454, w=5.613934502778763, b=66.79903079972361
PSO(25/49): loss=1.441077725712454, w=5.613934502778763, b=66.79903079972361
PSO(26/49): loss=1.441077725712454, w=5.613934502778763, b=66.79903079972361
PSO(27/49): loss=1.4384884859799423, w=5.74122259125399, b=66.8341533004522
PSO(28/49): loss=1.4384884859799423, w=5.74122259125399, b=66.8341533004522
PSO(29/49): loss=1.4384340242149143, w=5.853420378106755, b=66.91122444092173
PSO(30/49): loss=1.4384340242149143, w=5.853420378106755, b=66.91122444092173
PSO(31/49): loss=1.4384340242149143, w=5.853420378106755, b=66.91122444092173
PSO(32/49): loss=1.4384340242149143, w=5.853420378106755, b=66.91122444092173
PSO(33/49): loss=1.4380105742136202, w=5.7650229693122474, b=66.85988233606002
PSO(34/49): loss=1.4380105742136202, w=5.7650229693122474, b=66.85988233606002
PSO(35/49): loss=1.4380105742136202, w=5.7650229693122474, b=66.85988233606002
PSO(36/49): loss=1.4380105742136202, w=5.7650229693122474, b=66.85988233606002
PSO(37/49): loss=1.4376702683696692, w=5.814278940233473, b=66.86268444192291
PSO(38/49): loss=1.4376702683696692, w=5.814278940233473, b=66.86268444192291
PSO(39/49): loss=1.4376702683696692, w=5.814278940233473, b=66.86268444192291
PSO(40/49): loss=1.4376702683696692, w=5.814278940233473, b=66.86268444192291
PSO(41/49): loss=1.4376480533003824, w=5.843066874542672, b=66.88146453589118
PSO(42/49): loss=1.4376480533003824, w=5.843066874542672, b=66.88146453589118
PSO(43/49): loss=1.4376480533003824, w=5.843066874542672, b=66.88146453589118
PSO(44/49): loss=1.4376480533003824, w=5.843066874542672, b=66.88146453589118
PSO(45/49): loss=1.4376480533003824, w=5.843066874542672, b=66.88146453589118
PSO(46/49): loss=1.4376480533003824, w=5.843066874542672, b=66.88146453589118
PSO(47/49): loss=1.4376480533003824, w=5.843066874542672, b=66.88146453589118
PSO(48/49): loss=1.4376480533003824, w=5.843066874542672, b=66.88146453589118
PSO(49/49): loss=1.4376384541805731, w=5.816212073640708, b=66.86778205870037
Learn: execution time=0.202 seconds
R2: 0.861153112280278
MSE: 1.9721881363779226
RMSE: 1.4043461597405116
MAE: 1.1347851732394398
